rollno,name,fname,course,city,dob,s1,s2,s3,s4,s5
800,Hamza,Asif,DS,ISL,1964-08-03,62,5,62,81,34
801,Hamza,Junaid,AI,,1953-11-24,30,35,35,47,48
802,Asif,Ali,ML,,1994-08-29,70,97,63,87,80
803,Asif,Ali,Blockchain,LHR,1978-06-06,4,28,27,65,73
804,Hamza,Hamza,ML,ISL,1950-08-25,21,92,23,83,72
805,Junaid,Asif,ML,,2012-08-01,65,88,41,28,38
806,Asif,Junaid,Blockchain,KHI,1990-02-13,53,9,41,36,22
807,Hamza,Junaid,ML,LHR,1983-01-05,50,11,27,42,26
808,Asif,Ali,DS,ISL,1976-07-07,17,6,24,66,62
809,Asif,Asif,Blockchain,KHI,1995-05-24,53,7,52,90,22
810,Asif,Ali,Blockchain,LHR,2012-08-16,35,20,32,46,60
811,Asif,Hamza,DS,,1982-01-02,74,14,37,74,27
812,Junaid,Hamza,DS,LHR,1952-06-13,99,11,39,59,90
813,Junaid,Ali,Blockchain,,1955-07-20,34,85,8,29,69
814,Hamza,Ali,ML,,1985-04-20,19,53,65,54,62
815,Junaid,Ali,Blockchain,LHR,1950-07-23,97,33,11,39,64
816,Junaid,Hamza,Blockchain,LHR,2012-11-09,64,39,97,84,15
817,Junaid,Hamza,AI,LHR,1953-05-29,18,62,82,33,8
818,Ali,Hamza,DS,KHI,2013-09-11,95,23,70,5,58
819,Hamza,Asif,ML,ISL,1953-11-01,97,67,80,69,77
820,Asif,Junaid,DS,LHR,1992-02-06,40,47,98,93,80
821,Junaid,Hamza,DS,,1992-10-18,7,87,85,40,57
822,Asif,Hamza,ML,ISL,1978-03-05,75,21,49,1,4
823,Junaid,Junaid,Blockchain,ISL,1981-06-04,94,52,11,86,63
824,Junaid,Asif,ML,KHI,2001-08-04,60,81,46,7,74
825,Junaid,Ali,Blockchain,ISL,1963-02-05,66,83,20,53,10
826,Hamza,Hamza,ML,ISL,1997-02-10,26,46,66,76,83
827,Junaid,Junaid,Blockchain,KHI,1964-02-19,7,79,41,14,64
828,Asif,Junaid,Blockchain,,2003-01-10,31,15,58,51,70
829,Hamza,Junaid,AI,KHI,1961-11-30,8,48,97,32,90
830,Hamza,Junaid,ML,ISL,2006-08-05,31,87,69,10,37
831,Ali,Asif,ML,LHR,1999-06-20,70,4,14,64,91
832,Hamza,Junaid,AI,LHR,1964-10-03,63,62,44,13,26
833,Ali,Junaid,DS,KHI,1984-09-10,74,40,91,35,45
834,Ali,Hamza,DS,,1970-08-08,92,59,85,76,98
835,Hamza,Junaid,DS,LHR,2014-07-01,89,18,11,17,16
836,Ali,Asif,DS,,1997-06-21,94,45,99,89,67
837,Junaid,Asif,ML,ISL,1966-04-19,86,95,22,12,4
838,Asif,Junaid,ML,LHR,2000-10-07,32,79,99,93,73
839,Asif,Ali,AI,,1983-01-16,64,6,92,36,56
840,Ali,Asif,AI,LHR,2010-09-09,20,29,14,59,56
841,Asif,Ali,DS,,2012-09-11,56,46,22,82,31
842,Ali,Hamza,ML,LHR,2011-09-15,36,41,99,28,10
843,Ali,Junaid,DS,ISL,2008-09-17,59,43,38,4,13
844,Hamza,Asif,Blockchain,KHI,2006-09-12,33,38,48,67,82
845,Ali,Ali,DS,KHI,2000-05-14,39,78,41,55,89
846,Ali,Asif,Blockchain,ISL,1951-05-26,66,51,81,42,33
847,Asif,Hamza,AI,KHI,1966-08-19,8,27,61,16,15
848,Ali,Asif,DS,,2006-09-25,73,85,78,20,38
849,Junaid,Ali,ML,,1970-10-26,88,81,17,57,21
850,Hamza,Ali,Blockchain,,1993-01-24,38,50,74,35,41
851,Ali,Junaid,DS,,1968-02-26,92,50,51,40,8
852,Asif,Ali,DS,ISL,2007-02-22,4,94,30,56,49
853,Ali,Hamza,Blockchain,LHR,1973-07-07,2,78,40,33,85
854,Asif,Junaid,DS,,1981-03-02,8,30,3,19,52
855,Junaid,Hamza,ML,KHI,1972-05-27,74,22,66,75,41
856,Hamza,Ali,DS,KHI,2009-03-01,28,64,82,71,70
857,Ali,Ali,DS,ISL,1990-06-09,74,94,44,86,64
858,Ali,Junaid,AI,KHI,1963-03-08,80,27,3,65,36
859,Hamza,Hamza,DS,ISL,1972-01-22,61,52,52,54,39
860,Ali,Junaid,Blockchain,ISL,1959-03-04,82,95,67,73,38
861,Ali,Asif,AI,ISL,1958-07-03,30,91,96,65,68
862,Hamza,Hamza,ML,KHI,1954-08-23,40,69,88,3,21
863,Ali,Asif,ML,ISL,2008-10-28,45,95,20,71,40
864,Ali,Ali,ML,ISL,1950-11-15,15,23,19,18,83
865,Ali,Ali,ML,ISL,1966-02-14,28,50,28,62,74
866,Ali,Hamza,AI,KHI,1987-05-04,94,61,49,33,68
867,Junaid,Junaid,AI,,1997-05-24,14,90,61,17,60
868,Ali,Ali,AI,,1983-11-08,64,17,30,95,61
869,Hamza,Asif,AI,KHI,2002-02-15,58,21,82,5,6
870,Asif,Asif,ML,ISL,1968-02-10,18,79,90,62,87
871,Asif,Hamza,ML,KHI,1956-07-10,73,44,11,71,66
872,Ali,Hamza,ML,LHR,1973-10-15,54,87,35,55,6
873,Junaid,Junaid,ML,ISL,2011-03-21,90,9,76,3,16
874,Junaid,Junaid,AI,ISL,1981-08-11,77,28,95,64,18
875,Asif,Asif,Blockchain,,1955-10-07,63,46,21,42,5
876,Hamza,Junaid,DS,ISL,2013-03-08,83,77,50,14,89
877,Junaid,Asif,AI,,1983-09-15,54,1,84,39,44
878,Asif,Hamza,AI,,1982-09-27,21,83,86,10,35
879,Asif,Asif,DS,,1955-10-25,9,38,31,40,40
880,Hamza,Ali,ML,LHR,1983-01-02,76,19,93,66,26
881,Ali,Junaid,AI,,1989-02-07,49,50,62,9,15
882,Ali,Ali,Blockchain,LHR,1993-06-11,40,56,94,93,88
883,Ali,Ali,DS,LHR,2013-06-18,12,74,42,23,5
884,Hamza,Ali,DS,LHR,1954-07-16,78,60,30,9,34
885,Junaid,Hamza,DS,LHR,1973-02-01,73,49,68,42,96
886,Hamza,Asif,AI,KHI,1976-11-30,53,51,43,30,87
887,Asif,Hamza,DS,KHI,1996-06-10,64,6,27,71,4
888,Asif,Junaid,DS,,2003-03-14,33,25,86,17,98
889,Junaid,Junaid,ML,,1975-04-11,15,94,27,91,60
890,Junaid,Ali,Blockchain,ISL,1981-07-07,59,45,71,17,70
891,Ali,Asif,DS,KHI,1996-04-23,80,28,37,20,90
892,Asif,Asif,DS,KHI,1991-03-30,31,44,55,26,27
893,Asif,Junaid,DS,LHR,1963-05-28,51,75,24,72,54
894,Hamza,Junaid,AI,LHR,2000-11-20,43,74,1,47,19
895,Asif,Ali,Blockchain,ISL,1958-03-20,9,5,15,43,75
896,Junaid,Hamza,AI,LHR,1964-03-17,90,25,37,30,94
897,Junaid,Junaid,AI,KHI,1972-11-14,54,8,15,20,23
898,Asif,Ali,AI,KHI,1973-01-26,71,24,80,82,67
899,Asif,Hamza,AI,KHI,1975-03-17,79,21,99,3,78
900,Asif,Hamza,ML,KHI,1975-10-25,90,92,18,95,92
901,Ali,Junaid,DS,LHR,1974-10-19,54,29,49,83,33
902,Ali,Junaid,DS,,2008-04-05,92,67,73,59,28
903,Hamza,Asif,Blockchain,ISL,1996-06-13,84,71,89,88,94
904,Ali,Hamza,AI,KHI,1997-06-12,93,45,95,18,45
905,Ali,Ali,AI,,2011-02-23,19,70,72,81,31
906,Hamza,Asif,ML,LHR,2001-09-18,7,14,77,57,86
907,Hamza,Asif,ML,KHI,1979-07-01,17,93,79,59,43
908,Ali,Junaid,ML,ISL,1963-07-30,35,45,35,59,65
909,Hamza,Junaid,DS,KHI,1969-05-10,62,84,66,17,45
910,Hamza,Junaid,ML,LHR,1966-04-08,63,55,96,20,39
911,Asif,Ali,ML,ISL,1967-10-06,49,9,89,1,58
912,Hamza,Junaid,ML,KHI,1982-09-27,23,67,56,79,86
913,Ali,Hamza,DS,KHI,1953-08-02,50,19,64,27,65
914,Hamza,Junaid,DS,,1952-07-03,87,41,83,47,72
915,Ali,Ali,AI,ISL,1950-05-10,79,32,58,85,74
916,Hamza,Hamza,Blockchain,,2001-09-07,27,26,44,98,75
917,Hamza,Asif,DS,,2013-03-09,75,88,97,71,54
918,Junaid,Junaid,AI,KHI,1955-02-13,93,4,16,4,8
919,Junaid,Asif,ML,ISL,2014-11-09,80,80,81,90,15
920,Hamza,Junaid,ML,KHI,1976-06-21,1,1,48,56,74
921,Asif,Junaid,AI,KHI,2002-11-11,39,8,60,15,3
922,Hamza,Junaid,ML,KHI,1970-08-09,39,99,4,82,5
923,Junaid,Asif,ML,LHR,1959-07-22,36,45,15,66,59
924,Ali,Hamza,Blockchain,KHI,1978-08-03,84,58,35,47,21
925,Ali,Asif,Blockchain,KHI,1984-11-03,32,3,57,5,91
926,Ali,Junaid,Blockchain,LHR,1957-04-23,83,45,44,32,11
927,Asif,Hamza,AI,LHR,2000-06-15,35,11,20,58,89
928,Asif,Hamza,DS,ISL,1966-06-27,79,23,16,23,86
929,Asif,Junaid,AI,,1988-01-02,42,86,33,34,53
930,Asif,Ali,ML,KHI,1993-09-18,53,52,37,35,82
931,Ali,Asif,Blockchain,,2011-11-02,77,15,48,98,42
932,Junaid,Asif,AI,LHR,1978-05-14,52,44,59,86,29
933,Hamza,Hamza,AI,LHR,1959-03-02,91,9,78,55,56
934,Ali,Asif,ML,KHI,1983-09-29,27,11,33,44,99
935,Junaid,Junaid,DS,,2008-03-17,87,99,40,89,39
936,Hamza,Ali,ML,LHR,1990-07-18,20,3,59,8,52
937,Ali,Ali,Blockchain,KHI,1997-06-09,8,95,29,45,97
938,Junaid,Junaid,Blockchain,ISL,1984-04-16,60,27,50,62,20
939,Ali,Ali,Blockchain,ISL,1967-06-25,74,84,11,57,95
940,Hamza,Hamza,DS,LHR,1956-08-10,74,62,57,6,6
941,Asif,Ali,Blockchain,ISL,1983-08-07,92,21,87,25,55
942,Ali,Asif,DS,KHI,1999-02-04,10,18,7,29,83
943,Hamza,Asif,Blockchain,,2003-02-14,67,61,92,65,83
944,Asif,Hamza,ML,KHI,1993-06-29,42,41,81,26,76
945,Ali,Asif,Blockchain,ISL,2012-11-25,34,45,16,64,4
946,Ali,Hamza,DS,LHR,2007-09-13,54,83,94,40,46
947,Asif,Ali,Blockchain,ISL,2003-07-30,58,68,78,64,46
948,Asif,Hamza,AI,,1957-11-23,80,77,55,49,54
949,Hamza,Hamza,ML,,1980-07-24,21,28,52,66,95
950,Asif,Ali,ML,KHI,1983-05-03,44,28,85,86,22
951,Ali,Junaid,AI,KHI,1950-05-20,18,84,51,43,99
952,Asif,Junaid,AI,ISL,2004-01-15,66,38,53,42,38
953,Junaid,Hamza,DS,ISL,1965-03-19,28,96,93,5,2
954,Junaid,Hamza,Blockchain,KHI,1952-06-08,66,7,43,42,58
955,Asif,Ali,AI,LHR,2006-11-04,89,65,12,9,22
956,Asif,Hamza,ML,ISL,1973-02-04,26,66,1,34,7
957,Hamza,Ali,Blockchain,LHR,1973-08-25,31,89,39,99,24
958,Junaid,Ali,AI,KHI,1965-02-25,9,63,25,40,83
959,Hamza,Asif,AI,,1985-08-08,75,96,91,30,59
960,Ali,Ali,ML,ISL,1984-06-05,8,36,3,64,28
961,Ali,Junaid,Blockchain,,1969-10-27,45,30,66,53,98
962,Junaid,Asif,AI,ISL,1953-07-05,8,42,87,68,47
963,Asif,Ali,AI,KHI,1979-03-16,57,90,38,7,40
964,Hamza,Ali,AI,ISL,2009-06-30,42,60,66,33,25
965,Hamza,Hamza,AI,KHI,1962-09-04,94,38,56,33,66
966,Hamza,Ali,ML,,1955-01-16,34,70,27,56,70
967,Hamza,Ali,AI,KHI,1977-05-16,30,98,48,40,38
968,Hamza,Hamza,DS,KHI,1981-11-28,70,79,95,29,96
969,Hamza,Asif,AI,LHR,1968-04-07,27,63,34,19,24
970,Ali,Hamza,DS,KHI,1976-08-02,1,38,90,10,38
971,Ali,Ali,Blockchain,,2006-02-12,83,83,26,78,8
972,Asif,Junaid,AI,LHR,1959-02-03,44,59,44,93,30
973,Hamza,Hamza,Blockchain,LHR,2009-09-16,54,81,52,61,76
974,Junaid,Asif,Blockchain,,1961-08-15,47,82,22,5,77
975,Hamza,Ali,DS,,2004-09-08,30,77,32,60,50
976,Asif,Hamza,Blockchain,KHI,1981-03-11,47,72,78,20,77
977,Ali,Asif,AI,,2008-06-23,44,86,87,65,91
978,Ali,Ali,DS,,1961-10-07,63,97,24,64,23
979,Asif,Ali,DS,,1996-07-29,22,84,71,19,54
980,Junaid,Junaid,Blockchain,,2013-03-22,69,12,40,71,89
981,Junaid,Junaid,Blockchain,,2004-09-07,82,5,34,12,2
982,Hamza,Asif,AI,,2014-05-05,58,12,24,6,43
983,Hamza,Junaid,DS,ISL,1989-05-15,34,17,7,68,18
984,Junaid,Ali,AI,ISL,1980-07-04,39,11,70,60,14
985,Ali,Junaid,Blockchain,ISL,1996-05-07,92,90,57,7,76
986,Junaid,Junaid,ML,,1998-08-02,34,35,88,26,45
987,Junaid,Hamza,AI,LHR,1995-02-08,94,98,93,86,62
988,Asif,Asif,AI,LHR,1975-10-28,25,77,74,87,58
989,Ali,Ali,Blockchain,ISL,1990-06-28,87,85,42,2,19
990,Hamza,Ali,AI,,2006-05-19,33,25,54,4,67
991,Hamza,Ali,AI,KHI,2001-09-06,19,55,72,9,98
992,Hamza,Hamza,AI,KHI,1979-01-12,27,19,47,61,75
993,Junaid,Ali,Blockchain,,1987-03-12,85,26,40,75,56
994,Hamza,Junaid,DS,,1958-09-04,7,73,39,94,98
995,Ali,Junaid,DS,LHR,1992-07-21,41,35,6,68,31
996,Hamza,Junaid,AI,,1959-06-30,18,49,54,31,88
997,Ali,Asif,DS,KHI,1976-11-11,54,82,9,54,41
998,Asif,Hamza,AI,,1983-04-05,91,5,90,96,12
999,Ali,Hamza,AI,ISL,1996-11-20,88,7,78,79,50
1000,Junaid,Hamza,DS,ISL,1962-07-29,50,61,80,26,68
